tconst,parentTconst,seasonNumber,episodeNumber,numVotes,showRating,showVotes,titleType,primaryTitle,averageRating,startYear,endYear,runtimeMinutes,genres,numSeasons,showVariance
tt0705268,tt0141842,4,2,2325,9.2,275963,tvSeries,The Sopranos,8.3,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705234,tt0141842,4,3,2438,9.2,275963,tvSeries,The Sopranos,7.9,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705233,tt0141842,4,11,2209,9.2,275963,tvSeries,The Sopranos,8.1,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705294,tt0141842,4,13,3006,9.2,275963,tvSeries,The Sopranos,9.1,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705289,tt0141842,5,1,2299,9.2,275963,tvSeries,The Sopranos,8.7,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705274,tt0141842,5,2,2211,9.2,275963,tvSeries,The Sopranos,8.5,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705293,tt0141842,5,3,2252,9.2,275963,tvSeries,The Sopranos,8.7,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705225,tt0141842,5,13,2545,9.2,275963,tvSeries,The Sopranos,9.2,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705277,tt0141842,6,4,2253,9.2,275963,tvSeries,The Sopranos,8.5,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705259,tt0141842,6,6,2190,9.2,275963,tvSeries,The Sopranos,8.6,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705261,tt0141842,6,7,2242,9.2,275963,tvSeries,The Sopranos,8.3,1999,2007,55,"Crime,Drama",6,0.105681633
tt0705281,tt0141842,6,9,2222,9.2,275963,tvSeries,The Sopranos,8.4,1999,2007,55,"Crime,Drama",6,0.105681633
tt0756404,tt0141842,6,10,2118,9.2,275963,tvSeries,The Sopranos,8.3,1999,2007,55,"Crime,Drama",6,0.105681633
tt0979769,tt0141842,6,15,2332,9.2,275963,tvSeries,The Sopranos,8.6,1999,2007,55,"Crime,Drama",6,0.105681633
tt0995834,tt0141842,6,16,2265,9.2,275963,tvSeries,The Sopranos,8.1,1999,2007,55,"Crime,Drama",6,0.105681633
tt0995838,tt0141842,6,20,3491,9.2,275963,tvSeries,The Sopranos,9.6,1999,2007,55,"Crime,Drama",6,0.105681633
tt0576911,tt0182576,1,5,1675,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576972,tt0182576,1,6,1625,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576925,tt0182576,2,3,1835,8.1,294969,tvSeries,Family Guy,8.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576969,tt0182576,2,7,1409,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576943,tt0182576,2,9,1379,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576936,tt0182576,2,12,1350,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0576973,tt0182576,2,19,1250,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576974,tt0182576,3,1,1407,8.1,294969,tvSeries,Family Guy,8.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576917,tt0182576,3,2,1321,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576946,tt0182576,3,7,1363,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576970,tt0182576,3,8,1362,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576951,tt0182576,3,9,1242,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0576932,tt0182576,3,11,1357,8.1,294969,tvSeries,Family Guy,8.1,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0576913,tt0182576,3,16,1301,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576920,tt0182576,3,17,1253,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576952,tt0182576,4,1,1411,8.1,294969,tvSeries,Family Guy,7.8,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0576915,tt0182576,4,3,1203,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576930,tt0182576,4,4,1239,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576966,tt0182576,4,5,1244,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576956,tt0182576,4,6,1600,8.1,294969,tvSeries,Family Guy,8.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576922,tt0182576,4,7,1217,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576916,tt0182576,4,9,1150,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576971,tt0182576,4,12,1144,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576944,tt0182576,4,13,1141,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0576935,tt0182576,4,17,1365,8.1,294969,tvSeries,Family Guy,8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576968,tt0182576,4,18,1160,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576919,tt0182576,4,19,1149,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0576955,tt0182576,4,20,1322,8.1,294969,tvSeries,Family Guy,7.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0772467,tt0182576,4,21,1165,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0760673,tt0182576,4,22,1143,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0795813,tt0182576,4,24,1139,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0809487,tt0182576,4,27,1171,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0817985,tt0182576,4,28,1001,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0817986,tt0182576,4,30,1049,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0828207,tt0182576,5,3,1124,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0828208,tt0182576,5,4,1242,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0863491,tt0182576,5,6,1133,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0863490,tt0182576,5,7,1128,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0888819,tt0182576,5,11,1122,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0991881,tt0182576,5,14,1066,8.1,294969,tvSeries,Family Guy,7.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0982034,tt0182576,5,15,1080,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0888817,tt0182576,6,1,6534,8.1,294969,tvSeries,Family Guy,8.2,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0982035,tt0182576,6,5,1498,8.1,294969,tvSeries,Family Guy,8.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0897612,tt0182576,6,6,1127,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt0953827,tt0182576,6,7,1100,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1219465,tt0182576,6,11,1071,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.168892734
tt1218657,tt0182576,6,12,1157,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1293321,tt0182576,7,2,1732,8.1,294969,tvSeries,Family Guy,8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1293322,tt0182576,7,3,1496,8.1,294969,tvSeries,Family Guy,8.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1293323,tt0182576,7,4,1160,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1329674,tt0182576,7,7,1179,8.1,294969,tvSeries,Family Guy,7.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1329675,tt0182576,7,8,1249,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1412043,tt0182576,7,14,1108,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1329667,tt0182576,7,15,1391,8.1,294969,tvSeries,Family Guy,8.2,1999,\N,22,"Animation,Comedy",18,0.168892734
tt1329668,tt0182576,8,2,1120,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.168892734
tt1329670,tt0182576,8,3,1094,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1522481,tt0182576,8,7,1037,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1329673,tt0182576,8,8,1026,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1551737,tt0182576,8,9,1122,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.168892734
tt1609866,tt0182576,8,14,995,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1610748,tt0182576,8,18,1178,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1610749,tt0182576,8,19,1009,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1329665,tt0182576,8,20,5545,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.168892734
tt1610751,tt0182576,9,1,2129,8.1,294969,tvSeries,Family Guy,8.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1610752,tt0182576,9,2,1182,8.1,294969,tvSeries,Family Guy,6.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1610753,tt0182576,9,3,975,8.1,294969,tvSeries,Family Guy,7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1759063,tt0182576,9,6,1151,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1710689,tt0182576,9,7,1636,8.1,294969,tvSeries,Family Guy,8.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1795204,tt0182576,9,14,921,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt1919795,tt0182576,9,17,921,8.1,294969,tvSeries,Family Guy,6.4,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2040800,tt0182576,10,3,1314,8.1,294969,tvSeries,Family Guy,6.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2040801,tt0182576,10,4,1119,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2040806,tt0182576,10,8,997,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.168892734
tt2040786,tt0182576,10,10,1022,8.1,294969,tvSeries,Family Guy,7.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2040791,tt0182576,10,15,882,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2040793,tt0182576,10,17,1056,8.1,294969,tvSeries,Family Guy,8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2502476,tt0182576,11,3,926,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2424848,tt0182576,11,4,1406,8.1,294969,tvSeries,Family Guy,8.3,1999,\N,22,"Animation,Comedy",18,0.168892734
tt2443940,tt0182576,11,6,1027,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2581262,tt0182576,11,9,920,8.1,294969,tvSeries,Family Guy,7.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2626872,tt0182576,11,13,866,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.168892734
tt2626870,tt0182576,11,15,972,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.168892734
tt2778790,tt0182576,11,17,867,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.168892734
tt2778794,tt0182576,11,19,820,8.1,294969,tvSeries,Family Guy,6.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt2778814,tt0182576,11,22,851,8.1,294969,tvSeries,Family Guy,6.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt3240886,tt0182576,12,3,1106,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt3422494,tt0182576,12,10,1042,8.1,294969,tvSeries,Family Guy,6.9,1999,\N,22,"Animation,Comedy",18,0.405759695
tt3483344,tt0182576,12,11,1001,8.1,294969,tvSeries,Family Guy,5.9,1999,\N,22,"Animation,Comedy",18,0.405759695
tt3628580,tt0182576,12,17,879,8.1,294969,tvSeries,Family Guy,6.9,1999,\N,22,"Animation,Comedy",18,0.405759695
tt3666214,tt0182576,12,18,894,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt3683124,tt0182576,12,20,853,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4028534,tt0182576,13,2,922,8.1,294969,tvSeries,Family Guy,6.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4144272,tt0182576,13,5,871,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4262338,tt0182576,13,7,924,8.1,294969,tvSeries,Family Guy,7.4,1999,\N,22,"Animation,Comedy",18,0.168892734
tt4452918,tt0182576,13,12,1123,8.1,294969,tvSeries,Family Guy,5.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4486686,tt0182576,13,13,771,8.1,294969,tvSeries,Family Guy,6.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4596520,tt0182576,13,15,770,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4596522,tt0182576,13,16,814,8.1,294969,tvSeries,Family Guy,7.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4596524,tt0182576,13,17,833,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4660482,tt0182576,13,18,799,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4848906,tt0182576,14,2,843,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4848904,tt0182576,14,3,814,8.1,294969,tvSeries,Family Guy,7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4848908,tt0182576,14,5,762,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4863488,tt0182576,14,7,747,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4863440,tt0182576,14,12,719,8.1,294969,tvSeries,Family Guy,6.9,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4863480,tt0182576,14,19,674,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt4863464,tt0182576,14,20,763,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.168892734
tt5951904,tt0182576,15,4,838,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt6019442,tt0182576,15,8,687,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt6425800,tt0182576,15,12,642,8.1,294969,tvSeries,Family Guy,6.9,1999,\N,22,"Animation,Comedy",18,0.405759695
tt6467832,tt0182576,15,13,621,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.405759695
tt6517518,tt0182576,15,14,686,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt6569496,tt0182576,15,16,711,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt6945858,tt0182576,16,1,1541,8.1,294969,tvSeries,Family Guy,8.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt7167998,tt0182576,16,2,828,8.1,294969,tvSeries,Family Guy,7.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt7480026,tt0182576,16,9,735,8.1,294969,tvSeries,Family Guy,7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt7758640,tt0182576,16,11,795,8.1,294969,tvSeries,Family Guy,7.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt7852042,tt0182576,16,14,658,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.168892734
tt7852062,tt0182576,16,15,673,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt8206490,tt0182576,16,16,687,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.168892734
tt7852058,tt0182576,16,18,900,8.1,294969,tvSeries,Family Guy,7.8,1999,\N,22,"Animation,Comedy",18,0.168892734
tt8407532,tt0182576,17,1,825,8.1,294969,tvSeries,Family Guy,6.4,1999,\N,22,"Animation,Comedy",18,0.405759695
tt9052402,tt0182576,17,3,661,8.1,294969,tvSeries,Family Guy,7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt8732262,tt0182576,17,4,766,8.1,294969,tvSeries,Family Guy,7.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt8732274,tt0182576,17,8,719,8.1,294969,tvSeries,Family Guy,5.5,1999,\N,22,"Animation,Comedy",18,0.168892734
tt9213060,tt0182576,17,10,587,8.1,294969,tvSeries,Family Guy,6.3,1999,\N,22,"Animation,Comedy",18,0.405759695
tt9213088,tt0182576,17,12,524,8.1,294969,tvSeries,Family Guy,6.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt9334314,tt0182576,17,13,565,8.1,294969,tvSeries,Family Guy,6,1999,\N,22,"Animation,Comedy",18,0.168892734
tt9334358,tt0182576,17,14,502,8.1,294969,tvSeries,Family Guy,6.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt9652792,tt0182576,17,15,526,8.1,294969,tvSeries,Family Guy,6.5,1999,\N,22,"Animation,Comedy",18,0.405759695
tt9652794,tt0182576,17,16,1343,8.1,294969,tvSeries,Family Guy,3.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt10161706,tt0182576,17,20,506,8.1,294969,tvSeries,Family Guy,6.9,1999,\N,22,"Animation,Comedy",18,0.405759695
tt9771020,tt0182576,18,1,642,8.1,294969,tvSeries,Family Guy,5.7,1999,\N,22,"Animation,Comedy",18,0.405759695
tt10680780,tt0182576,18,4,534,8.1,294969,tvSeries,Family Guy,7.2,1999,\N,22,"Animation,Comedy",18,0.405759695
tt10670138,tt0182576,18,6,419,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt10670142,tt0182576,18,7,390,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.168892734
tt11203484,tt0182576,18,8,353,8.1,294969,tvSeries,Family Guy,6.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt11312594,tt0182576,18,9,412,8.1,294969,tvSeries,Family Guy,6.9,1999,\N,22,"Animation,Comedy",18,0.405759695
tt11312602,tt0182576,18,11,284,8.1,294969,tvSeries,Family Guy,6.8,1999,\N,22,"Animation,Comedy",18,0.168892734
tt11312610,tt0182576,18,13,328,8.1,294969,tvSeries,Family Guy,7.1,1999,\N,22,"Animation,Comedy",18,0.405759695
tt11312618,tt0182576,18,14,273,8.1,294969,tvSeries,Family Guy,6.6,1999,\N,22,"Animation,Comedy",18,0.405759695
tt11312624,tt0182576,18,15,274,8.1,294969,tvSeries,Family Guy,7.3,1999,\N,22,"Animation,Comedy",18,0.168892734
tt11312626,tt0182576,18,16,208,8.1,294969,tvSeries,Family Guy,6.2,1999,\N,22,"Animation,Comedy",18,0.168892734
tt0579539,tt0303461,1,1,4122,9,235865,tvSeries,Firefly,8.5,2002,2003,44,"Adventure,Drama,Sci-Fi",1,0.390763889
tt0579530,tt0303461,1,4,3992,9,235865,tvSeries,Firefly,8.8,2002,2003,44,"Adventure,Drama,Sci-Fi",1,0.390763889
tt0579533,tt0303461,1,5,4874,9,235865,tvSeries,Firefly,9.4,2002,2003,44,"Adventure,Drama,Sci-Fi",1,0.390763889
tt0579534,tt0303461,1,7,3522,9,235865,tvSeries,Firefly,8.3,2002,2003,44,"Adventure,Drama,Sci-Fi",1,0.390763889
tt0579527,tt0303461,1,8,3806,9,235865,tvSeries,Firefly,9.1,2002,2003,44,"Adventure,Drama,Sci-Fi",1,0.390763889
tt0579529,tt0303461,1,12,3405,9,235865,tvSeries,Firefly,8.5,2002,2003,44,"Adventure,Drama,Sci-Fi",1,0.390763889
tt0579540,tt0303461,1,13,3626,9,235865,tvSeries,Firefly,8.9,2002,2003,44,"Adventure,Drama,Sci-Fi",1,0.390763889
tt0579538,tt0303461,1,14,3505,9,235865,tvSeries,Firefly,8.5,2002,2003,44,"Adventure,Drama,Sci-Fi",1,0.390763889
tt0749451,tt0306414,1,1,4369,9.3,265686,tvSeries,The Wire,8,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749452,tt0306414,1,6,3225,9.3,265686,tvSeries,The Wire,8.6,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749429,tt0306414,1,9,3062,9.3,265686,tvSeries,The Wire,8.8,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749424,tt0306414,1,12,3295,9.3,265686,tvSeries,The Wire,9.1,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749441,tt0306414,1,13,3224,9.3,265686,tvSeries,The Wire,9,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749432,tt0306414,2,3,2577,9.3,265686,tvSeries,The Wire,8.2,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749454,tt0306414,2,5,2494,9.3,265686,tvSeries,The Wire,8.3,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749419,tt0306414,2,6,2816,9.3,265686,tvSeries,The Wire,8.8,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749427,tt0306414,2,8,2515,9.3,265686,tvSeries,The Wire,8.5,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749423,tt0306414,2,11,3096,9.3,265686,tvSeries,The Wire,9.2,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749453,tt0306414,3,1,2437,9.3,265686,tvSeries,The Wire,8.2,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749418,tt0306414,3,2,2404,9.3,265686,tvSeries,The Wire,8.5,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749426,tt0306414,3,3,2386,9.3,265686,tvSeries,The Wire,8.5,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749420,tt0306414,3,4,2377,9.3,265686,tvSeries,The Wire,8.5,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749444,tt0306414,3,5,2379,9.3,265686,tvSeries,The Wire,8.7,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749421,tt0306414,3,7,2321,9.3,265686,tvSeries,The Wire,8.7,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749436,tt0306414,3,8,2505,9.3,265686,tvSeries,The Wire,8.9,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749442,tt0306414,3,9,2375,9.3,265686,tvSeries,The Wire,8.8,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749440,tt0306414,3,10,2380,9.3,265686,tvSeries,The Wire,8.8,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0749434,tt0306414,3,11,3644,9.3,265686,tvSeries,The Wire,9.6,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0763098,tt0306414,4,5,2205,9.3,265686,tvSeries,The Wire,8.6,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0782660,tt0306414,4,11,2370,9.3,265686,tvSeries,The Wire,9,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0796550,tt0306414,4,13,3316,9.3,265686,tvSeries,The Wire,9.5,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0985516,tt0306414,5,2,2109,9.3,265686,tvSeries,The Wire,8.3,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0977182,tt0306414,5,5,2139,9.3,265686,tvSeries,The Wire,8.7,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0977183,tt0306414,5,6,2079,9.3,265686,tvSeries,The Wire,8.5,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0977185,tt0306414,5,8,2305,9.3,265686,tvSeries,The Wire,8.9,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0977186,tt0306414,5,9,2608,9.3,265686,tvSeries,The Wire,9.3,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0977179,tt0306414,5,10,3727,9.3,265686,tvSeries,The Wire,9.5,2002,2008,59,"Crime,Drama,Thriller",5,1.124567474
tt0515236,tt0367279,1,1,2913,8.7,266660,tvSeries,Arrested Development,8.2,2003,\N,22,Comedy,5,0.200351454
tt0515221,tt0367279,1,7,1992,8.7,266660,tvSeries,Arrested Development,8.2,2003,\N,22,Comedy,5,2.097746914
tt0515231,tt0367279,1,8,1954,8.7,266660,tvSeries,Arrested Development,8.2,2003,\N,22,Comedy,5,0.200351454
tt0515235,tt0367279,1,10,2483,8.7,266660,tvSeries,Arrested Development,9.2,2003,\N,22,Comedy,5,0.200351454
tt0515238,tt0367279,1,11,1915,8.7,266660,tvSeries,Arrested Development,8.3,2003,\N,22,Comedy,5,0.200351454
tt0515246,tt0367279,1,15,1801,8.7,266660,tvSeries,Arrested Development,8.3,2003,\N,22,Comedy,5,0.200351454
tt0515208,tt0367279,1,16,1821,8.7,266660,tvSeries,Arrested Development,8.6,2003,\N,22,Comedy,5,0.200351454
tt0515211,tt0367279,1,19,1731,8.7,266660,tvSeries,Arrested Development,8.2,2003,\N,22,Comedy,5,0.200351454
